Name,Price,Rating,Number of Reviews,Product Link
"USB 2.0 A Male to DC 4.0 x 1.7mm 5V DC Barrel Power Cable Charger Cord for Sony PSP Tablet,Cellphone,Laptop,Netbook,Electronics",$27.88,0.0,0,https://www.bestbuy.ca/en-ca/product/usb-2-0-a-male-to-dc-4-0-x-1-7mm-5v-dc-barrel-power-cable-charger-cord-for-sony-psp-tablet-cellphone-laptop-netbook-electronics/18660898
128 in 1 Precision Screwdriver Set Magnetic Tool Set with 120 Phillips Head & Flathead for Electronics Watch Eyeglass Repairing,$49.13,0.0,0,https://www.bestbuy.ca/en-ca/product/128-in-1-precision-screwdriver-set-magnetic-tool-set-with-120-phillips-head-flathead-for-electronics-watch-eyeglass-repairing/18657632
128 in 1 Precision Screwdriver Set Repair Tool Kit with Roll-Up Case Professional Multi-Tool for Electronics Computer Laptop,$36.93,0.0,0,https://www.bestbuy.ca/en-ca/product/128-in-1-precision-screwdriver-set-repair-tool-kit-with-roll-up-case-professional-multi-tool-for-electronics-computer-laptop/18657255
"0.8 Five-Star +1.5 T2 Torx 0.6Y Mini Pocket Precision Screwdriver Magnetic Repair Tool Kit for iPhone,Electronics,Tablet Repair",$24.82,0.0,0,https://www.bestbuy.ca/en-ca/product/0-8-five-star-1-5-t2-torx-0-6y-mini-pocket-precision-screwdriver-magnetic-repair-tool-kit-for-iphone-electronics-tablet-repair/18657189
5/10pcs Mini Multi-Function Precision Torx Slotted Phillips Y Star Screwdriver Set for Watch Eyeglasses Electronics Repair Tools,$23.46,0.0,0,https://www.bestbuy.ca/en-ca/product/5-10pcs-mini-multi-function-precision-torx-slotted-phillips-y-star-screwdriver-set-for-watch-eyeglasses-electronics-repair-tools/18657153
Xiaomi 153 in 1 Multi Household Screwdriver Set Magnetic Screwdriver Bits Kit Manual Repair Tools Appliance Electronics for Home,$57.08,0.0,0,https://www.bestbuy.ca/en-ca/product/xiaomi-153-in-1-multi-household-screwdriver-set-magnetic-screwdriver-bits-kit-manual-repair-tools-appliance-electronics-for-home/18657032
Precision Screwdriver Set 117 In 1 Set Magnetic Mini Screw Nuts Bits Electronics Repair Tool Kit for MacBook Phone,$34.89,0.0,0,https://www.bestbuy.ca/en-ca/product/precision-screwdriver-set-117-in-1-set-magnetic-mini-screw-nuts-bits-electronics-repair-tool-kit-for-macbook-phone/18657023
128 in 1 Precision Screwdriver Set Repair Tool Kit with Roll-Up Case Professional Multi-Tool for Electronics Computer Laptop,$36.92,0.0,0,https://www.bestbuy.ca/en-ca/product/128-in-1-precision-screwdriver-set-repair-tool-kit-with-roll-up-case-professional-multi-tool-for-electronics-computer-laptop/18656540
"Flexible Shaft Bits Extention Screwdriver Bit Holder Connect Link Electronics Drill 1/4"" Hex Shank Black 295mm Car Repair Tools",$23.16,0.0,0,https://www.bestbuy.ca/en-ca/product/flexible-shaft-bits-extention-screwdriver-bit-holder-connect-link-electronics-drill-1-4-hex-shank-black-295mm-car-repair-tools/18656311
6Pcs Electronics Repair Tool Prying Opening Repair Tool Kit Tablet Computer Opening Tool Small Metal Spudger For Opening,$24.94,0.0,0,https://www.bestbuy.ca/en-ca/product/6pcs-electronics-repair-tool-prying-opening-repair-tool-kit-tablet-computer-opening-tool-small-metal-spudger-for-opening/18656296
6Pcs Electronics Repair Tool Prying Opening Repair Tool Kit Tablet Computer Opening Tool Small Metal Spudger For Opening,$24.92,0.0,0,https://www.bestbuy.ca/en-ca/product/6pcs-electronics-repair-tool-prying-opening-repair-tool-kit-tablet-computer-opening-tool-small-metal-spudger-for-opening/18656287
Small Screwdriver Set For Electronics 115-in-1 Portable Precision Screwdriver Kit Laptop Repair Tool Kit Magnetic Repair Tools,$27.15,0.0,0,https://www.bestbuy.ca/en-ca/product/small-screwdriver-set-for-electronics-115-in-1-portable-precision-screwdriver-kit-laptop-repair-tool-kit-magnetic-repair-tools/18656247
"0.8 Five-Star +1.5 T2 Torx 0.6Y Mini Pocket Precision Screwdriver Magnetic Repair Tool Kit for iPhone,Electronics,Tablet Repair",$29.90,0.0,0,https://www.bestbuy.ca/en-ca/product/0-8-five-star-1-5-t2-torx-0-6y-mini-pocket-precision-screwdriver-magnetic-repair-tool-kit-for-iphone-electronics-tablet-repair/18656231
"44-In-1 Precision Screwdriver Set, Multifunction Mini Screw Driver Repair Tool Kit For Electronics, Computer, Eyeglass, Phone, W",$44.71,0.0,0,https://www.bestbuy.ca/en-ca/product/44-in-1-precision-screwdriver-set-multifunction-mini-screw-driver-repair-tool-kit-for-electronics-computer-eyeglass-phone-w/18655910
Professional Electronics Opening Pry Tool Metal Crowbar Repair Disassemble Magnetic Black Phone,$27.30,0.0,0,https://www.bestbuy.ca/en-ca/product/professional-electronics-opening-pry-tool-metal-crowbar-repair-disassemble-magnetic-black-phone/18655905
Xiaomi 115 in 1 Electronics Screwdriver Set Precision Screwdriver Tools Nut Driver Professional Magnetic Laptop Repair Tools,$34.17,0.0,0,https://www.bestbuy.ca/en-ca/product/xiaomi-115-in-1-electronics-screwdriver-set-precision-screwdriver-tools-nut-driver-professional-magnetic-laptop-repair-tools/18655825
5/10pcs Mini Multi-Function Precision Torx Slotted Phillips Y Star Screwdriver Set for Watch Eyeglasses Electronics Repair Tools,$23.34,0.0,0,https://www.bestbuy.ca/en-ca/product/5-10pcs-mini-multi-function-precision-torx-slotted-phillips-y-star-screwdriver-set-for-watch-eyeglasses-electronics-repair-tools/18655740
20 Pcs Repair Tool Kit for Electronics Phone Toolkit Disassemble Laptop Computer,$24.66,0.0,0,https://www.bestbuy.ca/en-ca/product/20-pcs-repair-tool-kit-for-electronics-phone-toolkit-disassemble-laptop-computer/18655593
"0.8 Five-Star +1.5 T2 Torx 0.6Y Mini Pocket Precision Screwdriver Magnetic Repair Tool Kit for iPhone,Electronics,Tablet Repair",$29.60,0.0,0,https://www.bestbuy.ca/en-ca/product/0-8-five-star-1-5-t2-torx-0-6y-mini-pocket-precision-screwdriver-magnetic-repair-tool-kit-for-iphone-electronics-tablet-repair/18655540
Opening Spudger Pry Tool For Electronics Repair For Mobile Phone Digital Tablets Laptops Disassemble Steel Metal,$22.80,0.0,0,https://www.bestbuy.ca/en-ca/product/opening-spudger-pry-tool-for-electronics-repair-for-mobile-phone-digital-tablets-laptops-disassemble-steel-metal/18655487
6Pcs Electronics Repair Tool Prying Opening Repair Tool Kit Tablet Computer Opening Tool Small Metal Spudger For Opening,$25.08,0.0,0,https://www.bestbuy.ca/en-ca/product/6pcs-electronics-repair-tool-prying-opening-repair-tool-kit-tablet-computer-opening-tool-small-metal-spudger-for-opening/18654929
Precision Screwdriver Set 117 In 1 Set Magnetic Mini Screw Nuts Bits Electronics Repair Tool Kit for MacBook Phone,$32.86,0.0,0,https://www.bestbuy.ca/en-ca/product/precision-screwdriver-set-117-in-1-set-magnetic-mini-screw-nuts-bits-electronics-repair-tool-kit-for-macbook-phone/18654921
"0.8 Five-Star +1.5 T2 Torx 0.6Y Mini Pocket Precision Screwdriver Magnetic Repair Tool Kit for iPhone,Electronics,Tablet Repair",$29.60,0.0,0,https://www.bestbuy.ca/en-ca/product/0-8-five-star-1-5-t2-torx-0-6y-mini-pocket-precision-screwdriver-magnetic-repair-tool-kit-for-iphone-electronics-tablet-repair/18654845
Xiaomi 115 in 1 Electronics Screwdriver Set Precision Screwdriver Tools Nut Driver Professional Magnetic Laptop Repair Tools,$34.56,0.0,0,https://www.bestbuy.ca/en-ca/product/xiaomi-115-in-1-electronics-screwdriver-set-precision-screwdriver-tools-nut-driver-professional-magnetic-laptop-repair-tools/18654770
Magnetic Screwdriver Set 128 In 1 Kit Bits Precision Electronics Disassembly Multifunctional Repair Tool For Computer PC Phone,$47.75,0.0,0,https://www.bestbuy.ca/en-ca/product/magnetic-screwdriver-set-128-in-1-kit-bits-precision-electronics-disassembly-multifunctional-repair-tool-for-computer-pc-phone/18654521
Electronics Screwdriver Set Portable 115 In 1 Mini Repair Tool Kit Electronics Repair Kit Precision Screwdriver Bits For Mobile,$38.12,0.0,0,https://www.bestbuy.ca/en-ca/product/electronics-screwdriver-set-portable-115-in-1-mini-repair-tool-kit-electronics-repair-kit-precision-screwdriver-bits-for-mobile/18654355
5/10pcs Mini Multi-Function Precision Torx Slotted Phillips Y Star Screwdriver Set for Watch Eyeglasses Electronics Repair Tools,$22.35,0.0,0,https://www.bestbuy.ca/en-ca/product/5-10pcs-mini-multi-function-precision-torx-slotted-phillips-y-star-screwdriver-set-for-watch-eyeglasses-electronics-repair-tools/18654339
5PCS 1.5-4mm Hexagon Screwdriver Set Flat Head Hex Magnetic Repairing Electronics Toy Furniture Hand Tool Accessories,$24.62,0.0,0,https://www.bestbuy.ca/en-ca/product/5pcs-1-5-4mm-hexagon-screwdriver-set-flat-head-hex-magnetic-repairing-electronics-toy-furniture-hand-tool-accessories/18654236
Screwdriver Set 115 in 1 Precision Screwdriver Tools Nut Driver Professional Electronics Magnetic Repair Tools Laptop Repair,$35.64,0.0,0,https://www.bestbuy.ca/en-ca/product/screwdriver-set-115-in-1-precision-screwdriver-tools-nut-driver-professional-electronics-magnetic-repair-tools-laptop-repair/18654100
115 in 1 Precision Screwdriver Set Multi-bits Screwdriver Professional Electronics Repair Tool Kit for Laptop Phone Computer,$32.09,0.0,0,https://www.bestbuy.ca/en-ca/product/115-in-1-precision-screwdriver-set-multi-bits-screwdriver-professional-electronics-repair-tool-kit-for-laptop-phone-computer/18653804
"0.8 Five-Star +1.5 T2 Torx 0.6Y Mini Pocket Precision Screwdriver Magnetic Repair Tool Kit for iPhone,Electronics,Tablet Repair",$29.60,0.0,0,https://www.bestbuy.ca/en-ca/product/0-8-five-star-1-5-t2-torx-0-6y-mini-pocket-precision-screwdriver-magnetic-repair-tool-kit-for-iphone-electronics-tablet-repair/18653761
Precision Screwdriver Set 24-in-1 Multifunction Magnetic Mini Driver Bit Set for Fixing Electronics PC Tablet Eyeglass Repairing,$31.15,0.0,0,https://www.bestbuy.ca/en-ca/product/precision-screwdriver-set-24-in-1-multifunction-magnetic-mini-driver-bit-set-for-fixing-electronics-pc-tablet-eyeglass-repairing/18653733
Precision Screwdriver Set Portable 115 In 1 Mini Repair Tool Kit Electronics Repair Kit Precision Screwdriver Bits For Mobile,$34.45,0.0,0,https://www.bestbuy.ca/en-ca/product/precision-screwdriver-set-portable-115-in-1-mini-repair-tool-kit-electronics-repair-kit-precision-screwdriver-bits-for-mobile/18653732
5/10pcs Mini Multi-Function Precision Torx Slotted Phillips Y Star Screwdriver Set for Watch Eyeglasses Electronics Repair Tools,$22.35,0.0,0,https://www.bestbuy.ca/en-ca/product/5-10pcs-mini-multi-function-precision-torx-slotted-phillips-y-star-screwdriver-set-for-watch-eyeglasses-electronics-repair-tools/18653640
JM-8193 180-in-1 Electric Mini Precision Screwdriver Toolkit Multifunctional for Repair Phone Camera Mini Electronics,$60.38,0.0,0,https://www.bestbuy.ca/en-ca/product/jm-8193-180-in-1-electric-mini-precision-screwdriver-toolkit-multifunctional-for-repair-phone-camera-mini-electronics/18653495
710x500x2mm Anti-Static ESD Mat+Ground Wire+ESD Wrist For Mobile Phone Computer Sensitive Electronics Repair Blanket Work Pad,$52.04,0.0,0,https://www.bestbuy.ca/en-ca/product/710x500x2mm-anti-static-esd-matground-wireesd-wrist-for-mobile-phone-computer-sensitive-electronics-repair-blanket-work-pad/18653482
Insulation Silicone Soldering Mat Repair Pad Heat Resistant Silicone Work Mat for BGA Soldering CellPhone Electronics Repair Kit,$22.71,0.0,0,https://www.bestbuy.ca/en-ca/product/insulation-silicone-soldering-mat-repair-pad-heat-resistant-silicone-work-mat-for-bga-soldering-cellphone-electronics-repair-kit/18653462
Ultimate 115-in-1 Precision Screwdriver Set for Electronics PC Laptop Phone MacBook Repair Professional Tools Kit for Every Task,$30.63,0.0,0,https://www.bestbuy.ca/en-ca/product/ultimate-115-in-1-precision-screwdriver-set-for-electronics-pc-laptop-phone-macbook-repair-professional-tools-kit-for-every-task/18653297
"Cell Phone Repair Kit - with Case - 40 In 1, Multipurpose - Computer Screwdriver Kit - Electronics Kit - PC Tool Kit",$41.07,0.0,0,https://www.bestbuy.ca/en-ca/product/cell-phone-repair-kit-with-case-40-in-1-multipurpose-computer-screwdriver-kit-electronics-kit-pc-tool-kit/18653132
"0.8 Five-Star +1.5 T2 Torx 0.6Y Mini Pocket Precision Screwdriver Magnetic Repair Tool Kit for iPhone,Electronics,Tablet Repair",$31.30,0.0,0,https://www.bestbuy.ca/en-ca/product/0-8-five-star-1-5-t2-torx-0-6y-mini-pocket-precision-screwdriver-magnetic-repair-tool-kit-for-iphone-electronics-tablet-repair/18652963
Electronics Screwdriver Set Portable 115 In 1 Mini Repair Tool Kit Electronics Repair Kit Precision Screwdriver Bits For Mobile,$38.10,0.0,0,https://www.bestbuy.ca/en-ca/product/electronics-screwdriver-set-portable-115-in-1-mini-repair-tool-kit-electronics-repair-kit-precision-screwdriver-bits-for-mobile/18652946
ORIA Precision Screwdriver Set 60-in-1 Magnetic Screwdriver Bit Kit For Phones Game Console Tablet PC Electronics Repair Tool,$39.91,0.0,0,https://www.bestbuy.ca/en-ca/product/oria-precision-screwdriver-set-60-in-1-magnetic-screwdriver-bit-kit-for-phones-game-console-tablet-pc-electronics-repair-tool/18652383
YOUTOOLS Silicone Soldering Non-slip Mat ESD Antistatic Heat Insulation Electronics Phone Repair Working Platform Pad UT-D251,$36.09,0.0,0,https://www.bestbuy.ca/en-ca/product/youtools-silicone-soldering-non-slip-mat-esd-antistatic-heat-insulation-electronics-phone-repair-working-platform-pad-ut-d251/18652344
Opening Spudger Pry Tool For Electronics Repair For Mobile Phone Digital Tablets Laptops Disassemble Steel Metal,$24.26,0.0,0,https://www.bestbuy.ca/en-ca/product/opening-spudger-pry-tool-for-electronics-repair-for-mobile-phone-digital-tablets-laptops-disassemble-steel-metal/18652323
Opening Spudger Pry Tool For Electronics Repair For Mobile Phone Digital Tablets Laptops Disassemble Steel Metal,$22.10,0.0,0,https://www.bestbuy.ca/en-ca/product/opening-spudger-pry-tool-for-electronics-repair-for-mobile-phone-digital-tablets-laptops-disassemble-steel-metal/18652322
20Pcs Professional Precision Disassembly Maintenance Phone Repair Tool Set for Repairing Computer Laptop PC Notebook Electronics,$26.55,0.0,0,https://www.bestbuy.ca/en-ca/product/20pcs-professional-precision-disassembly-maintenance-phone-repair-tool-set-for-repairing-computer-laptop-pc-notebook-electronics/18652131
26 in 1 Precision Screwdriver Set Small Multifunction Electronics Repair Tool Kit magnetic for phone camera Computer Eyeglass,$26.83,0.0,0,https://www.bestbuy.ca/en-ca/product/26-in-1-precision-screwdriver-set-small-multifunction-electronics-repair-tool-kit-magnetic-for-phone-camera-computer-eyeglass/18652056
Small Screwdriver Set For Electronics 115-in-1 Portable Precision Screwdriver Kit Laptop Repair Tool Kit Magnetic Repair Tools,$41.47,0.0,0,https://www.bestbuy.ca/en-ca/product/small-screwdriver-set-for-electronics-115-in-1-portable-precision-screwdriver-kit-laptop-repair-tool-kit-magnetic-repair-tools/18652045
152 in 1 Precision Screwdriver Set Magnetic Repair Tool Kit for Electronics Computer Laptop Macbook iPhone RCPS5 Nintendo Xbox,$46.43,0.0,0,https://www.bestbuy.ca/en-ca/product/152-in-1-precision-screwdriver-set-magnetic-repair-tool-kit-for-electronics-computer-laptop-macbook-iphone-rcps5-nintendo-xbox/18652040
128 in 1 Precision Screwdriver Set Repair Tool Kit with Roll-Up Case Professional Multi-Tool for Electronics Computer Laptop,$36.93,0.0,0,https://www.bestbuy.ca/en-ca/product/128-in-1-precision-screwdriver-set-repair-tool-kit-with-roll-up-case-professional-multi-tool-for-electronics-computer-laptop/18652006
"44-In-1 Precision Screwdriver Set, Multifunction Mini Screw Driver Repair Tool Kit For Electronics, Computer, Eyeglass, Phone, W",$45.29,0.0,0,https://www.bestbuy.ca/en-ca/product/44-in-1-precision-screwdriver-set-multifunction-mini-screw-driver-repair-tool-kit-for-electronics-computer-eyeglass-phone-w/18651734
6Pcs Electronics Repair Tool Prying Opening Repair Tool Kit Tablet Computer Opening Tool Small Metal Spudger For Opening,$24.99,0.0,0,https://www.bestbuy.ca/en-ca/product/6pcs-electronics-repair-tool-prying-opening-repair-tool-kit-tablet-computer-opening-tool-small-metal-spudger-for-opening/18651732
Plastic Spudger Pry Tools Blade Opening Tool Repair Kit for Electronics Tool Kit Screen Opening Tools for iPhone Repair,$23.38,0.0,0,https://www.bestbuy.ca/en-ca/product/plastic-spudger-pry-tools-blade-opening-tool-repair-kit-for-electronics-tool-kit-screen-opening-tools-for-iphone-repair/18651718
Insulation Silicone Soldering Mat Repair Pad Heat Resistant Silicone Work Mat for BGA Soldering CellPhone Electronics Repair Kit,$24.69,0.0,0,https://www.bestbuy.ca/en-ca/product/insulation-silicone-soldering-mat-repair-pad-heat-resistant-silicone-work-mat-for-bga-soldering-cellphone-electronics-repair-kit/18651693
Precision Screwdriver Set Portable 115 In 1 Mini Repair Tool Kit Electronics Repair Kit Precision Screwdriver Bits For Mobile,$34.46,0.0,0,https://www.bestbuy.ca/en-ca/product/precision-screwdriver-set-portable-115-in-1-mini-repair-tool-kit-electronics-repair-kit-precision-screwdriver-bits-for-mobile/18651655
Screwdriver Set 115 in 1 Precision Screwdriver Tools Nut Driver Professional Electronics Magnetic Repair Tools Laptop Repair,$35.64,0.0,0,https://www.bestbuy.ca/en-ca/product/screwdriver-set-115-in-1-precision-screwdriver-tools-nut-driver-professional-electronics-magnetic-repair-tools-laptop-repair/18651647
5/10pcs Mini Multi-Function Precision Torx Slotted Phillips Y Star Screwdriver Set for Watch Eyeglasses Electronics Repair Tools,$22.37,0.0,0,https://www.bestbuy.ca/en-ca/product/5-10pcs-mini-multi-function-precision-torx-slotted-phillips-y-star-screwdriver-set-for-watch-eyeglasses-electronics-repair-tools/18651543
6Pcs Electronics Repair Tool Prying Opening Repair Tool Kit Tablet Computer Opening Tool Small Metal Spudger For Opening,$26.02,0.0,0,https://www.bestbuy.ca/en-ca/product/6pcs-electronics-repair-tool-prying-opening-repair-tool-kit-tablet-computer-opening-tool-small-metal-spudger-for-opening/18651434
Spectacles Pen Style Screwdriver 10.7CM‍ 8* Screwdriver Bits Blue Electronics Repair Set Tool Computer Durable,$22.21,0.0,0,https://www.bestbuy.ca/en-ca/product/spectacles-pen-style-screwdriver-10-7cm-8-screwdriver-bits-blue-electronics-repair-set-tool-computer-durable/18651419
25 In 1 Screwdriver Set Magnetic Mini Precision Screwdriver Bit Set Opening Repair Tools Multifunctional Electronics Repair Tool,$24.13,0.0,0,https://www.bestbuy.ca/en-ca/product/25-in-1-screwdriver-set-magnetic-mini-precision-screwdriver-bit-set-opening-repair-tools-multifunctional-electronics-repair-tool/18651369
152 in 1 Precision Screwdriver Set Magnetic Repair Tool Kit for Electronics Computer Laptop Macbook iPhone RCPS5 Nintendo Xbox,$46.43,0.0,0,https://www.bestbuy.ca/en-ca/product/152-in-1-precision-screwdriver-set-magnetic-repair-tool-kit-for-electronics-computer-laptop-macbook-iphone-rcps5-nintendo-xbox/18651345
"0.8 Five-Star +1.5 T2 Torx 0.6Y Mini Pocket Precision Screwdriver Magnetic Repair Tool Kit for iPhone,Electronics,Tablet Repair",$29.52,0.0,0,https://www.bestbuy.ca/en-ca/product/0-8-five-star-1-5-t2-torx-0-6y-mini-pocket-precision-screwdriver-magnetic-repair-tool-kit-for-iphone-electronics-tablet-repair/18651334
6Pcs Electronics Repair Tool Prying Opening Repair Tool Kit Tablet Computer Opening Tool Small Metal Spudger For Opening,$24.94,0.0,0,https://www.bestbuy.ca/en-ca/product/6pcs-electronics-repair-tool-prying-opening-repair-tool-kit-tablet-computer-opening-tool-small-metal-spudger-for-opening/18651002
Small Screwdriver Set For Electronics 115-in-1 Portable Precision Screwdriver Kit Laptop Repair Tool Kit Magnetic Repair Tools,$27.17,0.0,0,https://www.bestbuy.ca/en-ca/product/small-screwdriver-set-for-electronics-115-in-1-portable-precision-screwdriver-kit-laptop-repair-tool-kit-magnetic-repair-tools/18650981
152 in 1 Precision Screwdriver Set Magnetic Repair Tool Kit for Electronics Computer Laptop Macbook iPhone RCPS5 Nintendo Xbox,$46.43,0.0,0,https://www.bestbuy.ca/en-ca/product/152-in-1-precision-screwdriver-set-magnetic-repair-tool-kit-for-electronics-computer-laptop-macbook-iphone-rcps5-nintendo-xbox/18650976
37 in 1 Precision Screwdriver Set Magnetic Small Repair Tool Hand Tools for Watch Computer Electronics Bike Phone IT Crafts,$35.91,0.0,0,https://www.bestbuy.ca/en-ca/product/37-in-1-precision-screwdriver-set-magnetic-small-repair-tool-hand-tools-for-watch-computer-electronics-bike-phone-it-crafts/18650927
Precision 1.2mm Phillips Screwdriver for iPhone Repair Tool PH0000 Cross Head Mini Screwdriver for Electronics Watches Glasses,$23.48,0.0,0,https://www.bestbuy.ca/en-ca/product/precision-1-2mm-phillips-screwdriver-for-iphone-repair-tool-ph0000-cross-head-mini-screwdriver-for-electronics-watches-glasses/18650909
"0.8 Five-Star +1.5 T2 Torx 0.6Y Mini Pocket Precision Screwdriver Magnetic Repair Tool Kit for iPhone,Electronics,Tablet Repair",$24.47,0.0,0,https://www.bestbuy.ca/en-ca/product/0-8-five-star-1-5-t2-torx-0-6y-mini-pocket-precision-screwdriver-magnetic-repair-tool-kit-for-iphone-electronics-tablet-repair/18650858
